:START_ID,:END_ID,:TYPE
community___::89d0af5bce37ee110fd8614220b031b8,gaba,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,gabaergic system,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,glioma,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,glutamate,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,glutamatergic system,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,high density electroencephalography,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,high field functional magnetic resonance imaging,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,high field magnetic resonance imaging,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,intracranial electroencephalography,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,magnetic resonance imaging,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,magnetoencephalography,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,meningioma,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,mental disorder,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,multi electrode extracellular electrophysiology,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,multiple sclerosis,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,multiple whole cell patch clamp,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,myelin staining,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,nerve fiber,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,neural connectivity,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,neurite,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,neurofilament,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,neuromorphic simulation,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,neuron,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,noradrenergic system,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,optogenetic inhibition,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,parkinsons disease,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,patch clamp,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,psychological testing,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,quantitative magnetic resonance imaging,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,retinotopic mapping,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,retrograde tracing,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,serotonergic system,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,serotonin,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,sodium MRI,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,spike sorting,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,spiking neurons,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,stereoelectroencephalography,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,stroke,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,structural neuroimaging,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,subdural electrocorticography,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,symmetric synapse,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,synaptic bouton,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,synaptic protein,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,synaptic vesicle,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,tetrode extracellular electrophysiology,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,tract tracing,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,trigeminal neuralgia,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,two photon fluorescence microscopy,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,ultra high field functional magnetic resonance imaging,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,ultra high field magnetic resonance imaging,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,voltage clamp,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,whole cell patch clamp,HAS_SUBJECT
community___::89d0af5bce37ee110fd8614220b031b8,williams beuren syndrome,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pew Research C,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Brown Brawns,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Likkle Caribbean,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Likkle Jamaica,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Long Peace,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,MAGA,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Negro Fort,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Negro War,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,ODA,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,The Well,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,White West,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Abraham Lincoln,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,ACAAN,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Acadia,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Achomawi,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,ACNUR,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Acoma,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Acoma Pueblo Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Acuerdo de Libre Comercio Canadá-Estados Unidos (ALC),HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,African American,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,African Candians,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,african vote,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Afro- Latinidad,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Afro-Latino,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Agua Caliente Indian Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Air Cargo Advance Screening (ACAS),HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Air Force Intelligence,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Alabama,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Alabama-Coushatta Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Alanis Obomsawin,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Alaska,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Albany Congress,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Alberta,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,alc,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Alexa Ann McDonough,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Alexander Hamilton,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Alianza para la Seguridad y la Prosperidad de América del Norte (ASPAN),HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Allegany Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,allophone,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Alturas Indian Rancheria,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,AmCham,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,AmCham/Mexico,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,America,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,America First,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American and Mexican,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American Cultural Industries,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American Culture,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American Dream,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American Higher Education,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American History,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American Immigration Council,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American Indigenous People,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American Literature,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American New Religion,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American Petroleum Instltute,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American Political Science,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American Politics,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American Propaganda,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American Republic,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American Republicanism,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American Revolution,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American Revolutionary War,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American Samoa,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American Sociology,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American Student Revolt,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American Studies,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American Universities,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American War of Independence,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,American Writers,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Americanism,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Americanity,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Americas,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Andrew Jackson,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Andrew Johnson,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,anglophone,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Annette Island Reserve,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Anti-Black racism,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Apache,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,apep,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Ari-Baja,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,AriBaja,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Arikara,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Arizona,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Arizona Dream Act Coalition,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Arkansas,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Asian Americans,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Assembly of First Nations,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Assiniboine,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Asylum System in Canada,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Asylum System in the United States,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Atlantic Slave Trade,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Auburn Rancheria,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Audrey Marlene McLaughlin,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Augustine Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Bad River Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Baptists,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Barack Obama,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Barona Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Battle Mountain Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Battles of Lexington and Concord,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Bay Mills Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Ben Shapiro,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Benjamin Franklin,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Benjamin Harrison,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Benjamín Rush,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Benton Paiute Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Berry Creek Rancheria,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Biden Administration,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Big Bend Rancheria,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Big Cypress Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Big Lagoon Rancheria,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Big Pine Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Big Sandy Rancheria,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Big Valley Rancheria,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Bilateral Relations Canada and Unites States,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Bilateral Relations Mexico and Canada,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,bilateral relations mexico and united states,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Bill Clinton,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Bill of Rights,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Bishop Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Bitterroot Salish,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Black Canada,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Black Canadian Studies,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,black communities of british columbia,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,black history in canada,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Black Indians,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Black Latinidad,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Black Lives Matter,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Black Maple,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,black matters,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Black Migration,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,black nationalism,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,black power,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Black Seminoles,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Blackfeet,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Blackfeet Indian Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,BlackLivesMatter,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Blackness,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,BlackRock,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Blanquidad,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Blue card,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,blue collar workers,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Blue Lake Rancheria,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Bois Forte Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Border Cinema,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Border Mexico-US,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Border Patrol,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Boston,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Boston Tea Party,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,brain drain,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Brian Kemp,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Bridgeport Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Brighton Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,British Columbia,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,British North America Act,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Bronson Alcott,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Brookings,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Buena Vista Rancheria Trust Land,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Burns Paiute Indian Colony,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,CAAS,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Cabazon Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Cahuilla,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Cahuilla Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Cali-Baja,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,CaliBaja,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,California,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Calvin Coolidge,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Campbell Ranch,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Campo Indian Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canada Council for the Arts,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canada-Mexico Partnership (CMP),HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canada-Mexico relations,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canada’s New Democratic Party (NDP),HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian Association for Refugee and Forced Migration Studies (CARFMS),HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian Association of African Studies,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian Communication Studies,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,canadian conservatism,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian Constitution,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian Content,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian cultural industries,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian culture,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian documentary,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian economics,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian foreig policy,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian history,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian History Society,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian Identity,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian Intellectual Life,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian Ombudsperson for Responsible Enterprise,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,CANADIAN OMBUDSPERSON FOR RESPONSIBLE ENTERPRISE,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian Pacific,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian Pacific y Canadian National Railway,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian political sciences,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian provinces,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian public policy,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian Radio-television and Telecommunications Commission (CRTC),HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian Sociology Association,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Canadian Studies,HAS_SUBJECT
